name,address,phone_numbers,websites
Immigration Legal Services - Brentwood (ILSOLI),"820 Suffolk Avenue, Suite 204, Brentwood, NY 11717",(631) 617-5269,http://www.ilsoli.org 	cpaniagua@ilsoli.org
Immigration Legal Services - Bridgehampton (ILSOLI),"1553 Montauk Highway , Bridgehampton, NY 11932",(631) 617-5269,http://www.ilsoli.org 	cpaniagua@ilsoli.org
Immigration Legal Services - Manhattan (ILSOLI),"305 Broadway, Suite 402, New York, NY 10007",(631) 617-5269,http://www.ilsoli.org 	ilsoli@ilsoli.org
International Rescue Committee (New York Office),"263 W. 38th St, 6th Floor, New York, NY 10018",(212) 377-4750,http://www.rescue.org 
"John Jay Legal Services, Inc.","80 North Broadway, White Plains, NY 10603",(914) 422-4333,https://www.facebook.com/PaceIJC 
Journey's End Refugee Services - Immigration Legal Services Program,"2495 Main St, Suite 317, Buffalo, NY 14214",(716) 882-4963,http://www.jersbuffalo.org 	sbertozzi@jersbuffalo.org
Juan Neumann Center,"545 60th St., Brooklyn, NY 11220",(718) 439-8160,http://www.juanneumanncenter.org 	jnc.olph@gmail.com
Justice For Our Neighbors (Brooklyn Office),"260 Quincy St, John Wesley United Methodist Church, Brooklyn, NY 11216",(718) 783-1501,http://nyac-jfon.org 
Justice For Our Neighbors (Flushing Office),"150-20 Barclay Avenue, La Promesa Mission, Flushing, NY 11355",(718) 762-1647,http://nyac-jfon.org 
Justice For Our Neighbors (Long Island Office),"130 West Old Country Road, Hicksville United Methodist Church, Hicksville, NY 11801",(516) 931-2626,http://nyac-jfon.org 
Justice For Our Neighbors (Lower Manhattan Office),"69 Madison St, Chinese United Methodist Church, New York, NY 10002",(212) 267-6464,http://nyac-jfon.org 
Kids in Need of Defense (New York Office),"1410 Broadway Ave, Office 1401, New York, NY 10018",(646) 677-9900,http://www.supportkind.org 	infonewyork@supportkind.org
Legal Aid Society (Manhattan Office),"199 Water St, New York, NY 10038",(212) 577-3300,http://www.legal-aid.org/en/home.aspx 
Legal Aid Society of Northeastern New York - Upstate New York Immigration Law Project (Albany Office),"55 Colvin Ave., Albany, NY 12206",(518) 462-6765,http://www.lasnny.org 	info@lasnny.org
Legal Aid Society of Rochester - Immigration Program,"1 W. Main St, Suite 800, Rochester, NY 14614",(585) 232-4090,http://www.lasroc.org 
Legal Services NYC (Bronx Office),"349 East 149th Street, 10th Floor, Bronx, NY 10451",(917) 661-4500,http://www.bronx.legalservicesnyc.org 
Legal Services NYC (Manhattan Downtown Office),"40 Worth Street, Suite 606, New York, NY 10013",(917) 661-4500,http://www.legalservicesnyc.org 
Legal Services NYC (Manhattan Legal Services - Harlem Uptown Office),"1 W. 125th St, 2nd Floor, New York, NY 10027",(917) 661-4500,http://www.legalservicesnyc.org 
Legal Services NYC (Staten Island Office),"36 Richmond Terrace, Suite 205, Staten Island, NY 10301",(718) 233-6480,http://www.statenislandlegalservices.org 
Lutheran Social Services of New York,"308 W. 46th St, 3rd Floor, New York, NY 10036",(212) 265-1826,http://www.lssny.org 
Make the Road New York (Brentwood Office),"1090 Suffolk Avenue, Brentwood, NY 11717",(631) 231-2220,http://www.maketheroadny.org 
Make the Road New York (Bushwick Office),"301 Grove Street, Brooklyn, NY 11237",(718) 418-7690,http://www.maketheroadny.org 
Make the Road New York (Queens Office),"92-10 Roosevelt Avenue, Queens, NY 11372",(718) 565-8500,http://www.maketheroadny.org 
Make the Road New York (Staten Island Office),"161 Port Richmond Avenue, Staten Island, NY 10302",(718) 727-1222,http://www.maketheroadny.org 
Mercy Center,"332 E. 149th St, 8th Floor, Bronx, NY 10451",(718) 993-2789,http://www.mercycenterbronx.org 
Migrant Center at the Church of St. Francis of Assisi,"135 W. 31st Street, New York, NY 10001",(212) 736-8500 ext. 377,http://www.stfrancisnyc.org/migrantcenter 	migrantcenter@stfrancisnyc.org
Migration Office of Catholic Charities Diocese of Rockville Centre - Immigrant Services/Refugee Resettlement,"143 Schleigel Blvd, Amityville, NY 11701",(631) 789-5210,http://www.catholiccharities.cc/ 
MinKwon Center for Community Action,"136-19 41st Ave, 3rd Floor, Flushing, NY 11355",(718) 460-5600,http://www.minkwon.org 	minkwon@minkwon.org
Mohawk Valley Resource Center for Refugees,"309 Genesee St, Utica, NY 13501",(315) 738-1083,http://www.mvrcr.org 	info@mvrcr.org
My Sisters' Place (White Plains Office),"1 Water St, Suite 390, White Plains, NY 10601",(914) 683-1333,http://www.mspny.org 
My Sisters' Place (Yonkers Office),"487 S. Broadway, Suite 201, Yonkers, NY 10705",(914) 358-0333,http://www.mspny.org 
Neighborhood Defender Service of Harlem - Immigration Services Project,"317 Lenox Ave, 10th Floor, New York, NY 10027",(212) 876-5500,http://www.ndsny.org 
New York Legal Assistance Group,"7 Hanover Square, 18th Floor, New York, NY 10004",(212) 613-5000,http://www.nylag.org 
New York University School of Law - Immigrant Rights Clinic,"245 Sullivan St, 5th Floor, New York, NY 10012",(212) 998-6430,http://www.law.nyu.edu/immigrantrightsclinic 
Northern Manhattan Coalition for Immigrant Rights,"5030 Broadway, Suite 639, New York, NY 10034",(212) 781-0355,http://www.NMCIR.org 	info@nmcir.org
Northern Manhattan Improvement Corporation,"45 Wadsworth Ave , Floor 7, New York, NY 10033",(212) 822-8300,http://www.nmic.org 
Opportunities for a Better Tomorrow,"280 Wyckoff Avenue, Brooklyn, NY 11237",(718) 381-3222,http://www.obtjobs.org 	abain@obtjobs.org
Oswego County Board of Cooperative Educational Services,"179 County Route 64, Mexico, NY 13114",(315) 963-4251,http://www.oswegoboces.org 	pgugel@oswegoboces.org
Pace Community Law Practice,"33 Crane Avenue, White Plains, NY 10603",(914) 422-4022,http://www.law.pace.edu/pace-community-law-practice 	pclp@law.pace.edu
"Pax, Polish American Community Services, Inc.","112-B Nassau Ave., Brooklyn, NY 11222",(718) 389-7580,http://www.pax-ny.org 
Polish and Slavic Center - Immigration and Legal Services Program,"176 Java St, Suite 3, Brooklyn, NY 11222",(718) 349-1143,http://www.polishslaviccenter.org 	immigration@polishslaviccenter.org
Queens Legal Services (Legal Services of NYC),"8900 Sutphin Blvd, 5th Floor, Jamaica, NY 11435",(347) 592-2200,http://www.legalservicesnyc.org 	staylor@qls.ls-nyc.org
Religious of the Sacred Heart of Mary Life Center,"32 Beekman Avenue, Sleepy Hollow, NY 10591",(914) 372-7414 ext. 10,http://rshmlifecenter.org 	kcarpenter@rshmlifecenter.org
Safe Horizon - Immigration Law Project,"50 Court St, 8th Floor, Brooklyn, NY 11201",(718) 943-8632,http://www.safehorizon.org 	info@safehorizon.org
Safe Passage Project,"185 W Broadway, New York, NY 10013",(212) 324-6558,http://www.safepassageproject.org 	mep@safepassageproject.org
Sanctuary for Families - Center for Battered Women's Legal Services,"30 Wall Street, 8th Floor, New York, NY 10005",(212) 349-6009 ext. 221,http://www.sanctuaryforfamilies.org 
Sanctuary for Families - Family Justice Center (Bronx Office),"198 East 161st Street, 2nd Floor, Bronx, NY 10451",(718) 508-1222,http://www.sanctuaryforfamilies.org 	info@sffny.org
Sanctuary for Families - Family Justice Center (Brooklyn Office),"350 Jay St., 15th Floor, Brooklyn, NY 11201",(718) 250-4402,http://www.sanctuaryforfamilies.org 	info@sffny.org
Sanctuary for Families - Family Justice Center (Queens Office),"126-02 82nd Ave, Kew Gardens, NY 11415",(718) 575-4500,http://www.sanctuaryforfamilies.org 	info@sffny.org
"SEPA Mujer, Inc.","185 Oval Dr, Islandia, NY 11749",(631) 980-2555,http://www.sepamujer.org 	cceron@sepamujer.org
"Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc.","3300 Coney Island Ave, Brooklyn, NY 11235",(718) 646-1444,http://www.shorefronty.org 	info@shorefronty.org
Southside Community Mission,"250 Hooper St, Brooklyn, NY 11211",(718) 387-3803,
The Bronx Defenders,"360 E. 161st St., Bronx, NY 10451",(718) 838-7878,http://www.bronxdefenders.org 	immigration@bronxdefenders.org
"The Door, A Center of Alternatives, Inc. - Legal Services Center","555 Broome St., New York, NY 10013",(212) 941-9090 ext. 3280,http://www.door.org 	tvega@door.org
U.S. Committee for Refugees and Immigrants (Albany Office),"991 Broadway, Suite 223, Albany, NY 12204",(518) 459-1790,http://refugees.org/field-office/albany 	immigration@uscri-albany.org
United Jewish Council of the East Side,"235 E. Broadway, New York, NY 10002",(212) 233-6037,http://www.UJCEastSide.org 	ujcadultlunch@gmail.com
"UnLocal, Inc.","233 Fifth Avenue, Suite 4A, New York, NY 10016",(646) 216-8210,http://www.unlocal.org 	michele@unlocal.org
Urban Justice Center's Peter Cicchino Youth Project,"40 Rector Street, 9th Floor, New York, NY 10006",(646) 602-5600,http://pcyp.urbanjustice.org 	pcyp@urbanjustice.org
Volunteer Legal Services Project of Monroe County,"1 W. Main St., Suite 500, Rochester, NY 14614",(585) 235-3051,http://www.vlsprochester.org 	dacadapa@vlsprochester.org
"Westchester Hispanic Coalition, Inc.","46 Waller Ave., White Plains, NY 10605",(914) 948-8466,https://hispaniccoalition.org 
"Worker Justice Center of New York, Inc. (Rochester Office)","1187 Culver Road, Rochester, NY 14609",(585) 325-3050,http://www.wjcny.org 
"Youth Ministries for Peace & Justice, Inc. - Center for Community Justice","1384 Stratford Ave, Bronx, NY 10472",(718) 328-5622,http://www.ympj.org 	info@ympj.org
Carolina Refugee Resettlement Agency,"5009 Monroe Road, Suite 100, Charlotte, NC 28205",(704) 535-8803,http://www.carolinarefugee.org 	info@carolinarefugee.org
Catholic Charities Diocese of Charlotte (CCDOC) - Asheville Legal Migration Assistance (Asheville Office),"50 Orange St, Asheville, NC 28801",(828) 255-0146,http://www.ccdoc.org 	ccdocimmigration@charlottediocese.org
Catholic Charities of Raleigh (Burlington Office),"142 S. Lexington Ave.,, Suite B, Burlington, NC 27215",(336) 222-6868,http://www.catholiccharitiesraleigh.org 	Maria.Guerrero@raldioc.org
Catholic Charities of Raleigh (Fayetteville Office),"750 Ramsey Street, Suite 10-11, Fayetteville, NC 28301",(910) 424-2020 ext. 24,https://catholiccharities.org 	Sara.McCormick@raldioc.org
Catholic Charities of Raleigh (Greenville Office),"204 E. Arlington Blvd, Suite L, Greenville, NC 27858",(252) 355-5111 ext. 203,http://www.catholiccharitiesraleigh.org 	Rafael.Lopez@raldioc.org
Catholic Charities of Raleigh (Raleigh Office),"2013 N. Raleigh Blvd., Raleigh, NC 27604",(919) 873-0094 x228,http://www.catholiccharitiesraleigh.org 	Veronica.Alvarado@raldioc.org
Catholic Charities of Raleigh (Wilmington Office),"20 N 4th St, Suite 300, Wilmington, NC 28401",(910) 251-8130 ext. 116,http://dioceseofraleigh.org/offices/human-life-and-dignity/immigration 	catholiccharities.caf@raldioc.org
Catholic Charities of Winston-Salem,"621 W. 2nd St., Winston-Salem, NC 27101",(336) 727-0705,http://www.ccdoc.org 	mjrae@charlottediocese.org
Center for New North Carolinians,"915 W. Gate City Blvd., Suite A, Greensboro, NC 27403",(336) 256-1062,https://cnnc.uncg.edu 	jajohns5@uncg.edu
Centro Latino Hickory,"306 14th St SW, Hickory, NC 28602",(828) 330-0477,http://www.centrolatinohickory.com 	clientservices@centrolatinohickory.com
Centro Latino of Catawba County,"1705 Link Road, Winston-Salem, NC 27103",(336) 722-7040,
Church World Service - Immigration and Refugee Program (Durham Office),"520 S Duke St, Durham, NC 27701",(919) 680-3585,http://www.cwsrdu.org 	ImmigrationRDU@cwsglobal.org
Church World Service - Immigration and Refugee Program (Greensboro Office),"620 S. Elm St., Suite 315, Greensboro, NC 27406",(336) 676-4223,http://cwsgreensboro.org 	kreynolds@cwsglobal.org
CIR,"3033-3 Stony Brook Dr, Raleigh, NC 27604",(919) 322-0360,http://www.ciraleigh.org 	immigration@ciraleigh.org
"Elon University School of Law, Humanitarian Immigration Law Clinic","Elon University School of Law, Humanitarian Immigration Law Clinic, PO Box 5848, Greensboro, NC 27435",(336) 279-9299,http://www.elon.edu/e-web/law/academics/Immigration%20Clinic.xhtml 
Episcopal Farmworker Ministry,"2989 Easy St, Dunn, NC 28334",(910) 567-6917,http://episcopalfarmworkerministry.org 
Holy Cross Catholic Church - Ministerio Hispano,"616 South Cherry St, Kernersville, NC 27284",(336) 996-5604,http://www.ilashc.org 	holycrossmata@yahoo.com
International House,"1817 Central Avenue, Suite 215, Charlotte, NC 28205",(704) 405-0962,http://www.ihclt.org 	info@ihclt.org
"JusticeMatters, Inc.","PO Box 199, Durham, NC 27702",(919) 794-7511,http://justicemattersnc.org 	info@justicemattersnc.org
Latin American Coalition,"4938 Central Ave, Suite 101, Charlotte, NC 28205",(704) 531-3848,http://www.latinamericancoalition.org 	info@latinamericancoalition.org
Legal Aid of North Carolina - Battered Immigrant Project (Charlotte Office),"LANC Charlotte Office, 1431 Elizabeth Ave., Charlotte, NC 28204",(866) 204-7612 Thursdays 9-4 ,http://www.legalaidnc.org/public/learn/projects/#bip 
Legal Services of Southern Piedmont - Immigrant Justice Program,"1431 Elizabeth Ave, Charlotte, NC 28204",(704) 376-1600,http://www.lssp.org 
Muslim American Society (Charlotte Office),"4301 Shamrock Dr., Charlotte, NC 28215",(919) 539-6144 ,http://www.masijc.org 	ed@masijc.org
Muslim American Society (Raleigh Office),"455 Swiftside Dr., Suite 102, Cary, NC 27518",(919) 539-6144,http://www.masijc.org 
North Carolina African Services Coalition - Immigration Legal Services & Refugee Program,"122 North Elm Street, Suite 810, Greensboro, NC 27401",(336) 574-2677 ,http://www.ascafrica.org 	immigration@ascafrica.org
North Carolina Justice Center - Immigrant and Refugee Rights Project,"224 S. Dawson St., Raleigh, NC 27601",(919) 856-2570,http://www.ncjustice.org 	contact@ncjustice.org
Pisgah Legal Services - Justice For All Project,"440 S Church St, Hendersonville, NC 28792",(828) 253-0406,http://www.pisgahlegal.org 	info@pisgahlegal.org
U.S. Committee for Refugees and Immigrants - North Carolina,"5 West Hargett Street, Suite 202, Raleigh, NC 27601",(919) 334-0072,http://www.refugeesnc.org 	info@uscrinc.org
Lutheran Social Services of North Dakota - Immigration Services,"3911 20th Ave. S., Fargo, ND 58103",(701) 235-7341,http://www.lssnd.org/newamericans/index.html 	tphan@lssnd.org
"Southern Minnesota Regional Legal Services, Inc. - Refugee, Immigrant, and Migrant Services (Moorhead Office)","1015 7th Avenue North, Suite 616, Moorhead, MN 56560-2023",(701) 232-8872,http://www.smrls.org 	fargo.migrant@smrls.org
"Advocates for Basic Legal Equality, Inc. (Dayton Office)","130 West Second St, Suite 700 East, Dayton, OH 45402",(800) 837-0814,http://www.ablelaw.org 	immigration@ablelaw.org
"Advocates for Basic Legal Equality, Inc. (Toledo Office)","525 Jefferson Ave, Suite 300, Toledo, OH 43604",(419) 255-0814,http://www.ablelaw.org 	immigration@ablelaw.org
"Asian Services In Action, Inc. (ASIA)","3631 Perkins Ave, Suite 2A-W, Cleveland, OH 44114",(216) 881-0330 ext. 214,http://www.asiaohio.org 	bwatts@asiaohio.org
Catholic Charities Diocese of Cleveland - Migration and Refugee Services/Immigration Legal Services,"7800 Detroit Ave, Cleveland, OH 44102",(216) 939-3769 ,http://www.ccdocle.org/program/immigration-legal-services 	cgill@ccdocle.org
Catholic Charities Legal Immigration Services (Ashtabula Office),"4200 Park Ave, 3rd Floor, Ashtabula, OH 44004",(330) 297-7250,http://ccdoy.org/social-action/immigration-services/ 	nhdoymrs-legal@sbcglobal.net
Catholic Charities Legal Immigration Services (Canton Office),"800 Market Avenue North, Suite 1150, Canton, OH 44702",(330) 297-7250,http://ccdoy.org/social-action/immigration-services/ 	nhdoymrs-legal@sbcglobal.net
Catholic Charities Legal Immigration Services (Ravenna Office),"206 W. Main St, Ravenna, OH 44266",(330) 297-7250,http://ccdoy.org/social-action/immigration-services/ 	nhdoymrs-legal@sbcglobal.net
Catholic Charities Southwestern Ohio,"7162 Reading Road, Suite 700, Cincinnati, OH 45237",(513) 672-3746,http://ccswoh.org 
Centro San Jose El Trabajador - Immigrant Worker Project,"701 Walnut Ave N.E., Canton, OH 44702",(330) 454-2220,http://iwpohio.org/english_version/program.htm 	iwp-ohio@juno.com
Community Legal Aid,"11 Central Square, 7th Floor, Youngstown, OH 44503",(330) 983-2619,http://www.communitylegalaid.org 	kglarosking@communitylegalaid.org
Community Refugee and Immigration Services,"1925 E. Dublin-Granville Rd, Suite 102, Columbus, OH 43229",(614) 235-5747,http://www.crisohio.org 	psonenberg@cris-ohio.org
Immigration Counseling Services,"Vineyard Community Center, 6000 Cooper Rd, Westerville, OH 43081",(614) 259-5322,http://www.vineyardcommunitycenter.org 	beth.watkins@vineyardcolumbus.org
International Institute of Akron,"207 E. Tallmadge Ave, Akron, OH 44310",(330) 376-5106 ext. 102,http://www.iiakron.org 	madhu.sharma@iiakron.org
International Institute of Greater Toledo,"3110 Tremainsville Rd., Toledo, OH 43613",(419) 241-9178,http://www.internationalinstituteoftoledo.org 
Legal Aid Society of Cleveland,"1223 W. 6th St, Cleveland, OH 44113",(216) 687-1900,http://www.lasclev.org 
Legal Aid Society of Southwest Ohio (Cincinnati Office),"215 E. 9th St., Suite 500, Cincinnati, OH 45202",(513) 241-9400,http://www.lasswo.org 
Legal Aid Society of Southwest Ohio (Hamilton Office),"10 Journal Square, Suite 300, Hamilton, OH 45011",(513) 241-9400,http://www.lasswo.org 
Sisters of St. Francis - Project Hope/Proyecto Esperanza,"300 Short Buehrer Rd, Archbold, OH 43502",(419) 445-0728,http://tiffinfranciscans.org 	hope_im@yahoo.com
St. Wendelin Parish - En Camino (Fostoria Office),"323 N. Wood St, Fostoria, OH 44830",(419) 619-3625,elizabeth.garcia@stwendelin.org 
Catholic Charities of Oklahoma City - Immigration Legal Services (Oklahoma City Office),"1232 N. Classen Blvd., Oklahoma City, OK 73106",(405) 523-3001,http://www.catholiccharitiesok.org 	msolis@ccaokc.org
Catholic Charities of Tulsa,"2450 N. Harvard Ave, Tulsa, OK 74158",(918) 508-7180,http://www.cctulsa.org 	information@cctulsa.org
Hispanic American Mission,"1836 N.W. 3rd St, Oklahoma City, OK 73106",(405) 272-0890,
"Hispanic Equal Legal Protection, Inc.","3725 NW 32nd St., Oklahoma City, OK 73112",(405) 708-9521,hispanicequallegalprotection@gmail.com
"Legal Aid Services of Oklahoma, Inc. (Ada Office)","410 South Mississippi Avenue, Ada, OK 74820",(580) 332-7141,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Altus Office)","3000 N. Main Street, Suite 500, Altus, OK 73521",(580) 482-7431,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Ardmore Office)","14 E Street Southwest, Ardmore, OK 73401",(580) 226-4863,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Bartlesville Office)","3851 East Tuxedo, Suite E, Bartlesville, OK 74006",(918) 336-5736,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Guymon Office)","417 North Main Street, Guymon, OK 73942",(580) 338-3868,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Hugo Office)","402 East Duke Street, Hugo, OK 74743",(580) 326-9655,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Lawton Office)","323 SW C Avenue, Lawton, OK 73501",(580) 248-4675,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (McAlester Office)","321 S. 3rd Street, Suite 6, McAlester, OK 74501",(918) 423-2030,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Muskogee Office)","624 West Broadway, Muskogee, OK 74401",(918) 683-5681,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Norman Office)","2600 Van Buren Street, Suite 2606, Norman, OK 73072",(405) 360-6631,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Oklahoma City Office)","2901 N. Classen Blvd., Suite 112, Oklahoma City, OK 73106",(405) 488-6825,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Poteau Office)","224 Dewey Avenue, Poteau, OK 74953",(918) 647-8136,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Shawnee Office)","316 N. Broadway, Suite C, Shawnee, OK 74801",(405) 275-6870,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Stillwater Office)","312 South Duck, Stillwater, OK 74074",(405) 624-1734,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Tahlequah Office)","224 S. Muskogee Avenue, Tahlequah, OK 74464",(918) 708-1150,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Tulsa Office)","907 S. Detroit Avenue, Suite 725, Tulsa, OK 74120",(918) 584-3338,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Weatherford Office)","109 South Broadway Street, Weatherford, OK 73096",(580) 774-2235,http://www.legalaidok.org 
"Legal Aid Services of Oklahoma, Inc. (Woodward Office)","1115 East 18th Street, Woodward, OK 73801",(580) 256-4903,http://www.legalaidok.org 
University of Tulsa College of Law Legal Clinic,"407 S. Florence Ave, Tulsa, OK 74104",(918) 631-5799,http://law.utulsa.edu/academics/legal-clinics/immigrant-rights-project 
YWCA Multicultural Center - Immigrant and Refugee Program,"8145 E. 17th St., Tulsa, OK 74112",(918) 663-0377,http://www.ywcatulsa.org 	info@ywcatulsa.org
Catholic Charities of Portland - Immigration Legal Services (Portland Office),"2740 S.E. Powell Blvd, Suite 2, Portland, OR 97202",(503) 542-2855,http://www.catholiccharitiesoregon.org 	info@catholiccharitiesoregon.org
"Center for NonProfit Legal Services, Inc.","225 W. Main St, Medford, OR 97501",(541) 779-7292,http://www.cnpls.org/ 
Centro de Servicios para Campesinos,"300 Young St., Woodburn, OR 97071",(503) 982-0243,http://www.pcun.org 	centrodeservicios@pcun.org
Immigration Counseling Service (Hood River Office),"216 Columbia Street, Hood River, OR 97031",(541) 399-8029,http://www.ics-law.org 	consult@ics-law.org
Immigration Counseling Service (Portland Office),"519 S.W. Park Ave, Suite 610, Portland, OR 97205",(503) 221-1689,http://www.ics-law.org 	bbabcock@ics-law.org
Lane County Legal Aid and Advocacy Center,"376 E. 11th Ave, Eugene, OR 97401",(541) 485-1017,http://www.lclac.org 
Lutheran Community Services Northwest - Immigration Counseling and Advocacy Program (McMinnville Office),"617 NE Davis St., McMinnville, OR 97128",(503) 472-4020 ext 212 or (503) 472-4020 ext 231,http://www.lcsnw.org 	documentacion@lcsnw.org
Lutheran Community Services Northwest - Immigration Counseling and Advocacy Program (Portland Office),"605 SE Cesar E Chavez Blvd, Portland, OR 97214",(503) 231-7480,http://www.lcsnw.org 
Medford First Church of the Nazarene - Oregon Pacific Immigration & Social Services,"1974 East McAndrews Rd, Medford, OR 97504",(541) 779-7777,http://opiss.org 	opiss@mednaz.com
Oregon Law Center,"35 S. E. 5th Ave, Unit 1, Ontario, OR 97914",(541) 889-3121,http://www.oregonlawcenter.org 
Somos Hispanas Unidas Silverton,"512 North First St, Silverton, OR 97381",(503) 873-7114,http://www.somoshispanasunidas.org 	board@shusilverton.org
Sponsors Organized to Assist Refugees (SOAR) - A Program of Ecumenical Ministries of Oregon,"7931 NE Halsey St, Ste 302, Portland, OR 97213",(503) 384-2482,http://www.soarlegal.org 	soarlegal@emoregon.org
United Services for Counseling,"10175 SW Barbur Blvd., Suite 308-BA, Portland, OR 97219",(503) 698-4929,http://www.uscounseling.org 	uscounseling@usa.com
"Acculturation for Justice, Access & Peace Outreach","2900 Bedford Avenue, Pittsburgh, PA 15219",(412) 391-4985,http://.www.ajapopittsburgh.org 	info@ajapopittsburgh.org
"Africa Cultural Alliance of North America, Inc.","5530 Chester Ave., 2nd Fl, Philadelphia, PA 19143",(215) 729-8225 ext. 5,http://www.acanaus.org 	voffeejabateh@acanaus.org
Catholic Charities Immigration Legal Services,"939 East Park Drive, Suite 2, Harrisburg, PA 17111",(717) 232-0568,http://www.cchbg.org 	JLeedock@cchbg.org
Catholic Charities of Allentown (Allentown Office),"900 South Woodward Street, Allentown, PA 18103",(610) 435-1541,http://www.allentowndiocese.org/catholic-charities/immigration-services 
Catholic Charities of Allentown (Reading Office),"234 Grace Street, Reading, PA 19611",(610) 376-7144,http://www.allentowndiocese.org/catholic-charities/immigration-services 
Catholic Charities of Scranton - Immigration and Refugee Services,"516 Fig St, Scranton, PA 18505",(570) 207-2283,http://cssdioceseofscranton.org/content 	ssarner@cssscranton.org
Catholic Social Services of Philadelphia - Immigration Legal Services,"227 North 18th Street, Philadelphia, PA 19103",(215) 854-7019,http://www.catholicsocialservicesphilly.org/immigration_services.php 
Church World Service - Immigration Legal Services Program (Lancaster Office),"308 E. King St, Lancaster, PA 17602",(717) 358-9728,http://www.cwslancaster.org 	jtisinger@cwsglobal.org
Equal Access Legal Services,"30 S 15th Street, 15th Floor, Philadelphia, PA 19102",(215) 834-9227,http://equalaccesslegal.org 	mfc@equalaccesslegal.org
Esperanza Immigration Legal Services,"4261 N. 5th St, Philadelphia, PA 19140",(215) 324-0746,http://www.esperanza.us/eils 
Franklin County Legal Services,"14 North Main Street, Suite 401, Chambersburg, PA 17201",(717) 262-2326,http://www.fcls.net 
Friends of Farmworkers (Philadelphia Office),"699 Ranstead Street, 4th Fl, Philadelphia, PA 19106",(215) 733-0878,http://www.friendsfw.org 	fof@friendsfw.org
Friends of Farmworkers (Pittsburgh Office),"5450 Second Avenue, Floor 2, Pittsburgh, PA 15207",(412) 208-6772,http://www.friendsfw.org 	fof@friendsfw.org
HIAS Pennsylvania,"2100 Arch St., 3rd Floor, Philadelphia, PA 19103",(215) 832-0900,http://www.hiaspa.org 
International Institute of Erie,"517 E. 26th St., Erie, PA 16504",(814) 452-3935,http://www.refugees.org/about-us/where-we-work/iie 	info@uscri-erie.org
International Service Center - Immigration Services,"21 S. River St, Harrisburg, PA 17101",(717) 236-9401,http://www.isc76.org 	tnp@isc76.org
Jewish Family & Children's Service - Legal Services for Immigrants and Internationals,"5743 Bartlett Street, Pittsburgh, PA 15217",(412) 521-1737,http://www.jfcspgh.org 	info@jfcspgh.org
Multicultural Community Resource Center,"554 E. 10th St., Erie, PA 16503",(814) 455-0212,http://www.multiculturalcrc.org 
Nationalities Service Center,"1216 Arch Street, 4th Floor, Philadelphia, PA 19107",(215) 893-8400,https://nscphila.org 	help@nscphila.org
Pennsylvania Immigration Resource Center,"112 Pleasant Acres Road, Suite I, PO Box 20339, York, PA 17402",(717) 600-8099,http://www.pirclaw.org 	info@pirclaw.org
"Villanova University School of Law - Clinic for Asylum, Refugee, and Emigrant Services; Farm Worker Legal Aid Clinic","299 N. Spring Mill Rd, Villanova, PA 19085",(610) 519-6839,http://www1.villanova.edu/villanova/law.html 
Catholic Charities of Providence - Office of Immigration and Refugee Services,"1 Cathedral Sq, Providence, RI 02903",(401) 421-7833 ext. 229,http://www.dioceseofprovidence.org 	scarrera@dioceseofprovidence.org
Catholic Charities of Providence - Project Hope/Proyecto Esperanza,"474 Broadway, Pawtucket, RI 02860",(401) 728-0515,http://www.dioceseofprovidence.org 
Dorcas International Institute of Rhode Island - Citizenship and Immigration Services,"645 Elmwood Ave, Providence, RI 02907",(401) 461-5940,http://www.diiri.org 	bsukys@diiri.org
"Progreso Latino, Inc.","626 Broad St, Central Falls, RI 02863",(401) 728-5920,https://www.progresolatino.org  	jvasquez@progresolatino.org
Sojourner House,"386 Smith Street, Providence, RI 02908",(401) 861-6191,http://www.sojournerri.org 	ggreenfield@sojournerri.org
Catholic Charities Immigration Services (Greenville Office),"204A Douthit St, Gallivan Center, Greenville, SC 29601",(864) 242-2233,http://charitiessc.org/immigration-legal-services 	vgarcia@catholic-doc.org
Catholic Charities Immigration Services (Mt. Pleasant Office),"3400 Salterbeck Ct, Suite 102, Mount Pleasant, SC 29466",(843) 388-0089,http://www.supportcatholiccharities.org 	eguerrero@catholic-doc.org
